prompt_id,split,category,source_row,field,n_tokens,distinct_tokens,repeated_4gram_fraction,top20_token_share,text_sha256
human-04282,human_context,summarization,9168,context,133,76,0.0,0.548872,36076ad7703947de985b8a90db0ddd0d78df80398f7af0fe8da63661b3d730eb
human-04283,human_context,closed_qa,9397,context,153,97,0.0,0.48366,1f7ac306a2fcc3b3c179a552f60fca5c9419a103eb07c2404e00b422387b1c4a
human-04284,human_context,information_extraction,7982,context,262,132,0.011583,0.473282,a8525ca9f4fe789be1465081fd6949480bf33d8cd91528ef58d2cb342ff3dfbf
human-04285,human_response,open_qa,4460,response,232,102,0.043668,0.543103,1d2ce50350f44a965d74f4fdf5a5a9bd9873d319f8f1bb8a6a8a6c70cb72fde1
human-04286,human_response,creative_writing,8653,response,170,96,0.0,0.5,2c2f0ba84ad7ce90e2e50508ee57e31f584e177f6561a5eb23b8171a01ceebb6
human-04287,human_response,general_qa,2211,response,140,92,0.0,0.45,6544db941a6b375e06dc567d8dcd554fa7a38b1c0f57674c767ba1a670f9a6a5
human-04288,human_context,closed_qa,7490,context,866,396,0.035921,0.384527,27110181c514c90f9f6608061b3731fcd75037c1d727bcdc572a8f3cdc2ffec9
human-04289,human_context,information_extraction,1754,context,591,268,0.045918,0.395939,57234a0eef7d3be96e47cc69e2ad9c38b89bd3655527647bdb8a944a376a786f
human-04290,human_context,summarization,6618,context,138,76,0.022222,0.572464,810d4162bde23aa468f115f1157f82d45ea8cb576d166cf54a7a1b969d4e3f3b
human-04291,human_context,closed_qa,12378,context,175,104,0.0,0.491429,5996f73a2b8f845a5e2ff0f0092bb1526d9dfa28ac77ef137ebe8fc8bd32370e
human-04292,human_context,closed_qa,5181,context,204,132,0.00995,0.441176,6dee5d69905ef3381824219bc41c6df7fef6def1c2c80e848e5a562e4dc24d51
human-04293,human_context,closed_qa,13236,context,256,155,0.019763,0.367188,24a0a5d86d3b336a2f399232f0a3bb2853bef7a8405ed1d66fc5f1560c3f944c
human-04294,human_context,summarization,1800,context,591,236,0.062925,0.460237,ef5c0217c931095258c7610f3838110ea4c6d43f345e43cfed235aed5457e190
human-04295,human_response,summarization,14247,response,373,197,0.010811,0.431635,aec1f9e0d96bfa5b7d040b617232d31297195f66faecc2092ea26734ab6d0f87
human-04296,human_context,information_extraction,5700,context,717,326,0.029412,0.366806,6bda3a6c72d41ec7c0a6fd3984bb555f80461cf913461f5702a5d4eb75838f07
human-04297,human_context,information_extraction,10791,context,498,232,0.040404,0.39759,4a2f6bd96eda1782dcfa7c2e44206bf76f5b5610a4bb90a49deba009276efa58
human-04298,human_response,general_qa,247,response,174,99,0.011696,0.465517,90546136b7ff04fe596aace80da1826ae7a07b0f986e51569a80a9fb25cda9fc
human-04299,human_context,summarization,5234,context,145,94,0.007042,0.468966,678da787c7ff617fee066f93fbf2d2a29696df3f92d3ce0918365376b9c7dc3a
human-04300,human_response,summarization,8667,response,130,63,0.070866,0.615385,6b4af0ac6809b2c2e7c294a576132f6ae52b4f38b24b9fb2935103ae23fdb481
human-04301,human_context,information_extraction,7378,context,187,113,0.021739,0.465241,1a660ab0de79d1a099ec357d72a2acf3a9450de462ff0870c9601b756d78ce56
human-04302,human_context,closed_qa,161,context,200,119,0.0,0.455,bf99485723e14ef5bd1ddae1a560c30ddd950ed05912849f13e74a01ed113444
human-04303,human_response,general_qa,7557,response,185,108,0.005495,0.491892,3815cf7b3ef26fb48b68585f5b918d359bac0f6c2be75cf59a015c2c69fef131
human-04304,human_response,open_qa,1029,response,301,147,0.04698,0.488372,50b0e3c9632b69df50511a21c5b61cf8e327195f5329b703764edf29d441d9fa
human-04305,human_context,information_extraction,14074,context,154,85,0.0,0.532468,eb3c72509faf20f801ebd0d37742f693b34d3ac128385a188a805e4856215ac3
human-04306,human_response,summarization,11702,response,173,99,0.0,0.479769,78879a5814f318b9074b3adec0360107393182b4e3ec8f844a9b29ec86258503
human-04307,human_response,brainstorming,10439,response,195,104,0.015625,0.497436,4eb753261320ed4a97eae4fe91ffe5202c1dddd89a79fc0918d62cb71920e670
human-04308,human_response,general_qa,5690,response,203,94,0.025,0.527094,47e364ef5aab253f31b1f8d9293c7934c03397b0091188175b9dda08efb310a7
human-04309,human_response,open_qa,12389,response,164,101,0.006211,0.463415,41654e09273bf5ec7f76014cbb7978873e313243996eff1af8415c005e8848ba
human-04310,human_response,open_qa,5157,response,225,135,0.0,0.404444,df4d8e26d22bcd9a8344f88d37c483a25349bc122d2c89d242179ba835f1730a
human-04311,human_context,summarization,1811,context,5442,890,0.160324,0.420617,f5e5cfbed3a948e04e0b3a35437bc2502a607836280ffaec22f15ce0755d6dd0
human-04312,human_context,closed_qa,4125,context,169,90,0.0,0.532544,9969c5c92f00cb4a5b11acfafa5608aa4426f4f05445021a4c1c4add9cfc8a51
human-04313,human_context,information_extraction,12676,context,227,118,0.008929,0.493392,e74f76c04f6d83de9e8800e65af978e50fc616253fa33a0cc245333051fdf7d2
human-04314,human_response,brainstorming,5303,response,249,143,0.020325,0.429719,540f74b8ebc28d5a806df167d2256fc0451c1b72cb850d665d7d28b7cda71d1e
human-04315,human_response,open_qa,13516,response,175,92,0.02907,0.531429,207541e5e69f42689527199ae67155ed7ee8a435be5e45c30738ac961e6f4494
human-04316,human_response,creative_writing,12290,response,135,96,0.0,0.437037,6be448b99f9fd513705daa3147b7465223b159055bf9f927d4c3c2e324939a3f
human-04317,human_response,general_qa,9853,response,164,106,0.0,0.47561,96f79c546391fa0f9c429cad0a323b9e83a52a4a4d6eaec0b109d7b3813b9502
human-04318,human_response,creative_writing,10992,response,207,100,0.053922,0.550725,9c65b6e0e3a4dc879d20ddec46a3ada72858944ef1b952bcbda9a527f0fdebe1
human-04319,human_response,open_qa,7717,response,257,154,0.023622,0.392996,1b3484cb103ce568c70893965ce72301ed90c0ea091b2d5d56275c4b37d5a48a
human-04320,human_response,summarization,1830,response,213,101,0.028571,0.516432,f7e7aec64fb9af78e8230c0278dc3491623697aac59201413ade64d3b8b0153b
human-04321,human_response,brainstorming,14516,response,156,85,0.013072,0.576923,59a8de420869a4d4b080bc9b950af3010c5a5b2d9c8e2a6b2144cd03ffed87cc
human-04322,human_response,open_qa,1604,response,153,81,0.046667,0.555556,45d5f866a003bc263c112176150c95cd1add97f2c43afd61a7ae2a83f5ebde1d
human-04323,human_context,information_extraction,8694,context,527,239,0.015267,0.43074,839ce8f84aa03a8aaf80755ec422934c36cfb4a4f8b93cdca579040f2b864b05
human-04324,human_context,closed_qa,4639,context,176,101,0.023121,0.426136,4194387c5db4b529aac18a8efcd714ee76bfe2acdd5d8b600d80cb0202cd93a7
human-04325,human_response,closed_qa,13733,response,278,119,0.061818,0.510791,269cf1f5849ee071c4b6ebc6717db225ba7a78c43c3bcbb547db541e219ce5a2
human-04326,human_context,information_extraction,8371,context,286,170,0.010601,0.395105,8c9b9604537c1787ec982cb338867c3a6dd7b4543320b0dfddd434a663ff497d
human-04327,human_context,summarization,8575,context,208,127,0.019512,0.408654,f2dd8140d39841ccaf35cab583081ca1baac9f6a72dc6de92c9038871aa75c1a
human-04328,human_context,summarization,11530,context,192,126,0.010582,0.40625,adb18d0c0a8f487b223365153f379a7791d748249c0775eaa19bccc78a3d42a1
human-04329,human_context,information_extraction,11100,context,577,280,0.022648,0.412478,9834d2a1f19b022a30f2ea50766538e126430590a48cf5cb64c14e01f151d7ad
human-04330,human_context,information_extraction,11611,context,175,116,0.005814,0.434286,a56c9d4109c2bf6dea93b912208b9218cde07e68227e7a7f2346242db81080fa
human-04331,human_context,summarization,8204,context,335,144,0.027108,0.519403,e293e89221ffeab66b5f44317c09c2a02b0500ca5a85866fec362da5dab0fd5b
human-04332,human_context,closed_qa,11293,context,202,114,0.025126,0.49505,87a6d583162b9dc6ef18487ae07a90750cbd90d0ae07577c8736a865ce4b8342
human-04333,human_context,closed_qa,7787,context,169,58,0.144578,0.721893,c33d3dd2adf9a98cef89165b9145120a7c2d8fbe3c7466c65c94682e6820655e
human-04334,human_context,closed_qa,6736,context,200,113,0.020305,0.445,46543a164129b24b3345e9a5acf547493eec21323b34f51bb7494547fcce97b4
human-04335,human_response,brainstorming,12952,response,145,94,0.0,0.475862,da74b3b7c9ad3a0293581e7f538670ab0310857913f288fb83e6942be29cec7d
human-04336,human_context,information_extraction,6798,context,190,121,0.0,0.447368,4476fd24b2c7b0e197aa53fa78e6e6cb349abfe6665e9d809706e197e8caba61
human-04337,human_response,summarization,7169,response,129,92,0.0,0.44186,e47941f346ec9858e1a2a8f4ac1da12d5f208377572fdc3e089e7bb9a6471cbd
human-04338,human_context,information_extraction,14359,context,129,71,0.039683,0.527132,e71efd58d453172b40c52366371b3b599efc8be3e7289ca16b7298439f942154
human-04339,human_context,summarization,1996,context,150,90,0.122449,0.5,2d914689c99dbb2d0b1eabe324a4b3fc58d0c2e9814e482d651229f6b2accc15
human-04340,human_context,closed_qa,7546,context,156,85,0.03268,0.50641,1c177b188a5ac5bd079db3630ed379544c323f742e395c6204cbb82367d56e85
human-04341,human_response,information_extraction,7473,response,140,90,0.0,0.435714,94ef53181e5a031eb294ff7325ffb9a381c5a24904a7448d9366596052368d14
human-04342,human_response,open_qa,14995,response,385,197,0.0,0.428571,d17b109fa8df685ba1ddaff151cc5502502866c4ae650f65f9e2694c3c58a89d
human-04343,human_context,summarization,3739,context,279,124,0.108696,0.541219,c131985f854caed48c27c56e744e3de035ac60932670c981c6fcdfff6a64cc22
human-04344,human_response,open_qa,13117,response,231,146,0.004386,0.372294,04d558422850e096ba8662486c2655286979c0f914dac344a9ac96aefc97b230
human-04345,human_response,creative_writing,7427,response,190,104,0.010695,0.531579,691e9cf60792b165fd497d09d912751e4d6c35e13937f98e5e73520656295c07
human-04346,human_context,closed_qa,13466,context,508,252,0.009901,0.370079,9b615851f125f8ed86d06ff271f3f9c5404660641fd51efdc72b9950a5072c4e
human-04347,human_response,general_qa,3747,response,156,87,0.013072,0.532051,b777c836aeb188fe6b517ae2c64af01cd9a33de1e0368fee55003df2807f2435
human-04348,human_context,information_extraction,996,context,414,227,0.007299,0.415459,20dbbf17fdefda0b68102852c1dbf75a4351dc1e9b3ef42f35d1762c059ca708
human-04349,human_response,general_qa,52,response,158,83,0.025806,0.531646,6e2331c2dda712a2f3dc03a4d6f975007140cbb7cc02d16ef4034d9f4db1dbe1
human-04350,human_context,closed_qa,13161,context,154,100,0.0,0.441558,a845ddbc6b67bf0f38a2de92ef06da033fb2970b6bdb470bc07800bf7ec0492b
human-04351,human_context,information_extraction,8579,context,498,230,0.082828,0.491968,f1a4df77a87afc9423a7f420547bd699d55aa5b2479ec8337361663eb5ae46f2
human-04352,human_context,closed_qa,6454,context,168,103,0.006061,0.434524,b3f899d70d7f194852d7cb92ec9218446afab2153a05e0d3b8fac545567e3883
human-04353,human_context,information_extraction,12738,context,942,416,0.043663,0.389597,d840507a6aa20ad69db2fc8c04e3236ee5590e3100a9f1a093162c58b2d157f3
human-04354,human_response,open_qa,8186,response,202,116,0.020101,0.450495,d0f8d2ec0ae0de4931ca51b14c4258a7a9bcd0110238267fd174def073724cc4
human-04355,human_context,information_extraction,7175,context,229,160,0.0,0.362445,cdb633ed3bd570841489e5a08d0c814839fb9f01214a02dee7f66b1f47ed60f5
human-04356,human_context,summarization,14280,context,806,361,0.017435,0.404467,7c398604a53b30a9723eaec002ace609ff8452edf53fe2b37be51b98a6819b92
human-04357,human_response,open_qa,10926,response,142,102,0.0,0.415493,8bd0106104c8b675a16a03cfd229671881e6a02994c27ff422e666d4d182417a
human-04358,human_context,information_extraction,796,context,170,97,0.0,0.511765,70d0409a8f352eee1c953d2b32cd3ffbbb31f53339ea2ca01a4d235a6db05938
human-04359,human_response,summarization,1867,response,5745,1324,0.067224,0.371628,f228266685bc88764d1704d6c22f5dd150bd02ea1fd2cc0039f6f37eea7811ab
human-04360,human_response,general_qa,5542,response,167,98,0.02439,0.48503,781659b264afd6a2a3b8652a4101178a02bf0a428c7b407293211fd9472e2202
human-04361,human_response,summarization,3307,response,774,363,0.041505,0.390181,ad54d436a37151c0e6e211af3578383c056526af3c4742a4743063b3af6844d7
human-04362,human_response,creative_writing,9311,response,331,168,0.009146,0.441088,7e8a228b8927172bc27204cb07b25170c86e3267cad3adb4c83470d67b8a43c4
human-04363,human_response,creative_writing,5702,response,134,80,0.015267,0.522388,b8297ef33b9ac80802972c07b6db777de75d07a9bee5475088b464b26cd0013e
human-04364,human_response,creative_writing,3197,response,131,87,0.0,0.473282,cac29d1755aa38fe63d5a01764b59d9ad4660e7af076ace23139bff70f47f921
human-04365,human_response,open_qa,11737,response,134,95,0.0,0.440299,214b2bf483aa38f15bd38083ccaeaad0b1705141abd7b11af8e93c3c8f8357ff
human-04366,human_context,closed_qa,5521,context,280,165,0.025271,0.371429,1c4f224d7b8bc1324eadd1b65b570103deea56318cb4dd5a5bf5d7886e9ebc0a
human-04367,human_response,general_qa,1347,response,174,97,0.017544,0.534483,8830c61423245eeeb4f40950abac15c5b758364a2047616dc7df617ca2318f5a
human-04368,human_response,open_qa,10967,response,147,99,0.0,0.44898,42734f584b2a2957091603f0ef44f8c4f3edef155508aeb613a6fc8a5cdff941
human-04369,human_response,open_qa,14327,response,296,148,0.054608,0.445946,e88be64254bc908d51c89958af7f144e202fd26ef6cfb0c1cef8e5fbd8428f6e
human-04370,human_context,closed_qa,5092,context,163,96,0.01875,0.441718,91d560addb763b4b95f35156d7d3d30cb335be0ee694fb9c05c046e3dd08dd43
human-04371,human_response,open_qa,1597,response,232,128,0.004367,0.469828,c7a95bd150ed2c964ceb26e9091707e6de552993843de53c9aa26528da4f845b
human-04372,human_response,summarization,2123,response,174,104,0.011696,0.517241,ada39e384c736e21c1439f6c1dac047b96fcb3a293878d272528c28cd984cb9c
human-04373,human_context,summarization,14332,context,144,94,0.021277,0.472222,cdcdf99f8dadc37953f5e20e1505add9ef77cfd2f5e8e6ce5cc2097c8d61c363
human-04374,human_context,information_extraction,666,context,143,97,0.0,0.447552,3b7084b337f4284e7f7823d7e1dd15e7aaedddeac0aa0bbde5bd3e5e91e88390
human-04375,human_context,closed_qa,8047,context,140,104,0.021898,0.371429,c5559b9ea1c587652a6317139e4b600fa06de44a05f270e439db52ffdaed1e6f
human-04376,human_context,summarization,9198,context,255,127,0.18254,0.435294,845ecf8ceb075600f4b5f83d2b552772ecf3c8899de066da2025349a562b4356
human-04377,human_response,general_qa,9710,response,214,138,0.0,0.448598,62a86b86850f1f105f8413477676c052c73c816eaff47f280e71e22b12c9d834
human-04378,human_response,open_qa,14685,response,147,78,0.006944,0.537415,207e1e7938f5350ad7a72387621b71037400210c03ac859a5e4e9ac402d65059
human-04379,human_context,closed_qa,11860,context,275,145,0.003676,0.483636,5ac57251abb8b055fe691157f9ea783b3983021496a1bf1ca76996e50713e052
human-04380,human_context,information_extraction,13233,context,194,123,0.005236,0.42268,5a4e2aed2fc7a81226d58240ed66d5949a9003803c5716d99f0cd2cf3be5cc74
human-04381,human_response,creative_writing,10068,response,1708,600,0.049853,0.42623,e3e0da10480bf8386772d74d9179ae2f72078d8999fbbd04e8ea31b96d47cb19
human-04382,human_context,closed_qa,2915,context,768,352,0.011765,0.384115,e545f1974e1812ee76737b20d3da2aefb24b792907c37b167f36dd52d4653fa5
human-04383,human_context,information_extraction,11553,context,184,94,0.022099,0.538043,33d2909c4cc42640ddf348ec2f5760c0f544e659a50410e79e353be92b7fa7a9
human-04384,human_context,summarization,13515,context,635,286,0.049051,0.440945,d80782ea3b23e34bbb3bef023865cd5005e266573b7f5396312eb4c8a734755b
human-04385,human_response,brainstorming,640,response,162,92,0.025157,0.462963,45c25207062109e72bb39e8eccd731add1ae8b360578acb0fea18f0e21c73ac3
human-04386,human_response,general_qa,11137,response,221,135,0.068807,0.40724,609d4f881f42abe745f1a3cddebcb2f4f987beab29ef9b1f7ba804c6b04e9f4e
human-04387,human_response,brainstorming,2415,response,134,79,0.007634,0.529851,3633aa652e2e688e3e92320e684e8eb56405bfc9808ffccd135f0f358156aa01
human-04388,human_response,general_qa,3337,response,147,87,0.027778,0.52381,5fee48b006fba39159bc4953cf5023488fe46625bf5c920681b94d90109e0006
human-04389,human_response,creative_writing,1628,response,283,153,0.007143,0.413428,8182ea0e02e96b738aeb64574c18cb256304e506efbd94b57ffecc0f357d6239
human-04390,human_response,brainstorming,5968,response,250,124,0.012146,0.456,15d2c11fadb6e555fe5d56e162e2dcbcb9296f115e9515681c5d848f5112ebaf
human-04391,human_context,information_extraction,14763,context,749,355,0.025469,0.372497,d941207481f1f901dec4da9b278522de5109b0c54da633dc0e765cd66df03c3d
human-04392,human_response,brainstorming,9293,response,139,84,0.007353,0.539568,30d7aee376f279b86a4c65fc5b0c322bfa9af5b228b64904ffa26dd169a6bc53
human-04393,human_context,information_extraction,14993,context,176,103,0.028902,0.482955,674169155e868678e4982e43e4f06684eb2f702eddd1ac55da6fd98703fecef9
human-04394,human_context,information_extraction,7453,context,176,113,0.00578,0.397727,e622bd484d9f32ef0d9fb32c9d139140591bc336392bf6237c3aca87fae78faa
human-04395,human_response,creative_writing,1795,response,178,104,0.028571,0.449438,d141bf2fad769b681ceb7c5b33a0b4c1ad3aed516221ffc68d9d180b6557fe3d
human-04396,human_context,summarization,10157,context,172,124,0.0,0.354651,567684488251fbab6d196edbe8bbd71c391f9001c67f14d01ccd3121216b447d
human-04397,human_response,open_qa,2712,response,225,124,0.022523,0.457778,4d81dbc668ec71b7147667c7084b07bf5536cbcd1cafe978bcf79f098f19caea
human-04398,human_context,information_extraction,14639,context,186,98,0.043716,0.510753,39367a92128d0760a7e241d9fd3eb6cc20397186ce32c2e89c9827aadefe89af
human-04399,human_context,summarization,14783,context,290,145,0.020906,0.413793,8cc4bc2375e91de599fece387e7bed5f6582568a0f1819bbacdeb9310e91536e
human-04400,human_response,general_qa,14218,response,161,98,0.006329,0.465839,a98ff63e9e46793fc043cbbcb310cf2ac682984c93590921136eff73e1189be5
human-04401,human_context,information_extraction,4177,context,300,112,0.023569,0.616667,aece2d4bfb5e30c0a2fd060a6ea67bf0a41dfbdfa95c0f0c3316a76a2ba601eb
human-04402,human_context,closed_qa,7871,context,214,132,0.014218,0.38785,2b323547c710b04f88ad7a4e9bbea345db4b2899bb0e3bd574fee527add0519d
human-04403,human_context,summarization,894,context,286,175,0.003534,0.391608,9e4236870ee98870378f125368369ad1907444449e5c86ab04b98f3a088f26ca
human-04404,human_context,summarization,8328,context,573,251,0.036842,0.406632,77d0b379720833d8343b6c2a897e50d778096fff0a6af36465ef389ebe8b7c2f
human-04405,human_context,summarization,7904,context,375,209,0.016129,0.349333,e14cfb17e86334ed27c17e766c20fe73f190c47d5dd883694e11ede47a9c35bf
human-04406,human_context,closed_qa,2373,context,457,203,0.026432,0.450766,c2f41fbd53290ee634e21c90e3361ed2d72738c3f0280284b32c59d795387bb9
human-04407,human_context,closed_qa,13327,context,140,96,0.0,0.457143,9671540bafbdd5454fa006a5e35ef7869486b6a5237f236164a382b41d372be7
human-04408,human_response,open_qa,8622,response,831,360,0.007246,0.422383,76f61abaa7058f65a7ed5036bd472902a3ea275b359f0709f047fc4c49de1529
human-04409,human_context,information_extraction,25,context,1211,351,0.253311,0.407927,c6a80f5967f4eea0d0a335138039829d4b1b4fa59e0a2a3c895491367d646744
human-04410,human_response,general_qa,11421,response,162,97,0.0,0.481481,e722ad6ab1fb040a3ce400ef6d1c378f6cf43cb84e9dc8004f00c61c876c5319
human-04411,human_context,information_extraction,4044,context,346,201,0.03207,0.369942,034e1ef704ca94b2e5d6716bb39cf9974b25a776a681b1e5cc3b8ffc16f7936a
human-04412,human_context,closed_qa,14352,context,244,117,0.041494,0.540984,532919e983d727bb79a9ec4f1f94a10a8d7ef5735fa6d853d41293d18d0a0e6c
human-04413,human_context,information_extraction,9145,context,179,114,0.028409,0.430168,057862307d235a390e73302531180e3c6897fcd3600e18662f1e439b7848d6de
human-04414,human_context,closed_qa,5306,context,235,127,0.034483,0.455319,b6fd9a307504e5a9328a6e1c100f152762c9772807b837ca251377f6f40b1ba0
human-04415,human_context,summarization,4493,context,329,170,0.0,0.465046,2e1fb950006d9b474adf36394c20d110b5fa81eac403dc43f8e769e9323174aa
human-04416,human_response,general_qa,825,response,184,109,0.01105,0.451087,586bd2a3cafe7e38be75fb82e75764117718d89fd769e43de9117d1679219355
human-04417,human_context,information_extraction,410,context,352,193,0.014327,0.386364,854e9c2d1a254b78ce8bbf4c2dc7f4026c4823c34a84c81b1feeb114dde02e90
human-04418,human_context,information_extraction,11540,context,233,118,0.086957,0.480687,89cb1a658ef04dce3872bd97fedc7e3e0fc8a621fa1ce25b82c387a72d292384
human-04419,human_response,closed_qa,643,response,784,173,0.15621,0.721939,717bdb55caa396c2dd545d279e4fffd5454aa34b5a088b730c2302d77e032b08
human-04420,human_response,summarization,12619,response,233,116,0.043478,0.51073,124d6f9ccc70b24599352083e519ef3e5bf3b7bedd3187775645806ac865a3b5
human-04421,human_response,information_extraction,1315,response,409,186,0.034483,0.452323,23695a4ede1e0be7d5b0c6d5a17c85b54d0167782b31e34ce660aa0e92f657dd
human-04422,human_response,open_qa,7677,response,151,88,0.0,0.490066,4715bf8b224e6bf4ccd6e668fec9f63caf45adb8b9de26f23b4bfc6044cb4ea3
human-04423,human_context,information_extraction,3535,context,304,172,0.0,0.391447,c3d1b3cc3b291374e25200c96493e58f16a49e3080519a090da54b3a611042ab
human-04424,human_response,closed_qa,14221,response,595,284,0.006757,0.426891,0aa49db98158a07b2c01e8fae0d9e0176e33b203f620fad0a79e989fbbcf973b
human-04425,human_response,general_qa,459,response,746,319,0.020188,0.367292,333dbfc2ad435c1e96d620f965976ada74c092590bcbd226ef359e0a82b568d9
human-04426,human_response,classification,12367,response,329,167,0.021472,0.43465,39b99c2057c2c90be99f020cbb4035c065d202f81e68eee70dad02a3e3c0e8af
human-04427,human_context,summarization,282,context,285,165,0.010638,0.414035,aeebcfc592fe516d0fd5646254878157fbd55965807a37cf888bdd65e43b9c6e
human-04428,human_context,closed_qa,720,context,1140,209,0.270009,0.709649,e93dddcd70fe1568798cd906e753d19fff1ac0533e569bd6e9902202ab6cf5bf
human-04429,human_context,summarization,5781,context,823,344,0.070732,0.421628,5786ddc436ee92a57aac8a900bf8ecf453c08f09b6c2005795c4c867c71e912d
human-04430,human_context,information_extraction,12863,context,439,215,0.043578,0.407745,515ec6adc20ccb0c0cdc182f9a273eb2a60bf84b74ae618ee1197df15acf99cc
human-04431,human_response,open_qa,919,response,199,101,0.010204,0.527638,e03f16585a8a6ec91c786436ca5b28f8dfddffbd87ac266e8496a23470498b90
human-04432,human_response,general_qa,13624,response,233,150,0.0,0.407725,c42aceb6920262c70d01099b3198621cfd9cadc962121a2c2d8fb1983f1190f7
human-04433,human_context,summarization,11781,context,449,209,0.026906,0.452116,468a4199db9147efdcd667bacc21e38ae1ebef3b83e63aceb9682e811aec9e9d
human-04434,human_response,open_qa,740,response,339,164,0.014881,0.457227,2ac18f5f69b790462cc622d02496c2a285331ee59b3877131b55ab079fa05d6f
human-04435,human_context,summarization,2421,context,565,276,0.044484,0.4,e396501d44cba80769db2724e8bbefee946b7791b1826631dbcc568a91dce802
human-04436,human_context,closed_qa,5131,context,147,93,0.013889,0.489796,7244624a2e470331e27475806a6b6227dc67862885346bc6694ca1e029b375b7
human-04437,human_response,summarization,2715,response,256,131,0.051383,0.472656,0ae76453db6d795fb19e8f79968c9105a673a528e97a36fba8338a5c9161d8fe
human-04438,human_context,summarization,4540,context,6132,1443,0.117148,0.358447,23b370384d5211f5397c100284b13981158103dc29a00ccba9c1476991fc1a36
human-04439,human_response,summarization,13966,response,778,355,0.03871,0.416452,af3d9b91a2c07e40cda104bc462a6de560314a4ed191a64f711e436695a5c229
human-04440,human_context,summarization,6083,context,153,98,0.0,0.45098,e506d8676457324210ef4fc23ad531be9b8c5d3da867fed049f186e230516f52
human-04441,human_response,summarization,7140,response,190,93,0.032086,0.547368,9009178b5c1130c409b027edd2e48cc72976d6e06aeca2957c29496f23272331
human-04442,human_context,closed_qa,14801,context,458,204,0.026374,0.449782,e5e2d4fabb7c6925150857eb2d5b1bdd7054e312c4ca68db811bb9289b843474
human-04443,human_response,general_qa,6029,response,145,98,0.007042,0.462069,ae7e79cbfcc27fc782552ab1b355adb620c095b67020c9926ecc94e07c0c7ba6
human-04444,human_response,general_qa,13420,response,184,95,0.01105,0.516304,5ab95a43294da459ebe5815a2f97a011b06841a72bedddfcd141bb1f35fe56e4
human-04445,human_response,open_qa,9508,response,144,83,0.021277,0.493056,b54a6e592bf00bbde65714c5f1e726c407db139bdf55c2fd7b678130547c81b1
human-04446,human_response,summarization,14309,response,128,77,0.024,0.5,42320aee3daee170983b2130829acfa14fd0036e825567434d2f2648e7a61ffd
human-04447,human_response,open_qa,3552,response,128,89,0.0,0.460938,f7828d72f47513fe56325ec5bac08ef346b0d2a20cda13525e55b48ff3efb86c
human-04448,human_context,closed_qa,7891,context,332,159,0.027356,0.466867,f9a0ca6dadbaa950927f185b1a63fde81d6dba27c8195c2f8986919f0c60adb6
human-04449,human_context,information_extraction,6980,context,247,152,0.016393,0.388664,0fc69f122356020bd321f9b113339f05432fd02628b79c936b7bad607abe79d3
human-04450,human_response,summarization,7893,response,242,134,0.012552,0.466942,cf99573a9bce141f457ae6f9242816f9f01865488f5b2458765fc3269b305531
human-04451,human_context,information_extraction,1684,context,128,77,0.008,0.554688,74d3a655900938118ff8f8b58ffb70541614f8666ade541764e5432ca15b52ad
human-04452,human_response,open_qa,7719,response,132,65,0.100775,0.568182,90b1ec477e7f8568766181b715c40d46f3f03809fbeeb592c117ae25f77b5829
human-04453,human_response,open_qa,9254,response,157,117,0.0,0.375796,34311a4a4e72302cbbbd8413da0d5ed2dcc95767ce4861ec4e805fa5203b20b1
human-04454,human_response,general_qa,13462,response,195,121,0.0,0.425641,c2667a52dd15e060fd4683df4b755f441d7bafc14ae6de9394f50e4fceabbfb0
human-04455,human_response,open_qa,10669,response,151,100,0.006757,0.430464,7b2b1ca619d79a25f844d94d96ebe68f8d6ec2385e367d545416e6585701835f
human-04456,human_context,closed_qa,8469,context,251,151,0.0,0.438247,6d3709ef299cdad8ef9a6f7e888f007bbba6f1b4a2404c69fe60cc93866ce5c6
human-04457,human_response,open_qa,5670,response,160,106,0.0,0.45625,ea3cb73bd800986f8c79ce6ae08c04b67d9fa0d95d41c6b6369ec7c5a035da86
human-04458,human_context,information_extraction,1001,context,264,134,0.0,0.469697,73a922a7475415f5a6e5e3b2bedf1c5a76794df5f5cbecf361124596869574b1
human-04459,human_response,creative_writing,9225,response,182,94,0.011173,0.549451,5de8d77c3dd6e70ffe49b460aec871fad4b84f5c948523a0c91c600989f58fb5
human-04460,human_context,closed_qa,1846,context,147,85,0.027778,0.503401,cbd46dd6c0509a1805a346777d2dad73fe414278316dd16bfb0424a85f8b1c96
human-04461,human_response,information_extraction,13883,response,128,55,0.128,0.671875,b91709055730ff1e1f3e780340d179f277a6bd601dce9a7ca09b35cb2386043c
human-04462,human_context,information_extraction,603,context,216,125,0.018779,0.425926,d1f65186a96c53d2d76f01c11f8c68188c6861ece66a1647e69e250e74f90059
human-04463,human_context,information_extraction,14422,context,198,122,0.005128,0.419192,2f3b2cfb35280ca8f499dc4ba04021f0098716803b9a81cbfd47ef47a38507e5
human-04464,human_response,general_qa,4376,response,218,131,0.009302,0.46789,9ab1ed750d0d0e04ca28d3ccfac24e0f3d12fbea091853140fdd7feeffd6ddd1
human-04465,human_response,open_qa,8852,response,161,92,0.0,0.534161,021b0f4686309c2536d6978105bb455c654ee46498ce79491a87cc7387d86d71
